,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1227,1228,20,RL,72.0,8872,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3,3,CBlock,3,3,1,ALQ,912,GasA,5,Y,SBrkr,912,0,912,1,0,1,0,2,4,5,Typ,0,3.461038961038961,Detchd,1992.0,Unf,2,576,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,12,2008,WD,Normal,11.898187865760873
1228,1229,120,RL,65.0,8769,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,3,1,GLQ,1702,GasA,5,Y,SBrkr,1702,0,1702,1,0,1,1,1,5,7,Typ,1,4,Attchd,2008.0,Fin,3,1052,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,10,2008,New,Partial,12.813917896253697
1229,1230,80,RL,70.0,7910,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,3,CBlock,3,3,1,ALQ,1075,GasA,4,Y,SBrkr,1507,0,1507,0,0,2,0,4,3,7,Maj1,0,3.461038961038961,Basment,1960.0,Unf,1,404,3,3,Y,0,0,0,0,0,0,GdWo,No Shed,8,2008,WD,Normal,11.751942365440728
1230,1231,90,RL,71.0,18890,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4,3,1,GLQ,1361,GasA,5,Y,SBrkr,1361,1259,2620,0,0,2,2,4,3,12,Typ,1,3,BuiltIn,1977.0,RFn,2,600,3,3,N,1,1,1,0,0,0,No Fence,Shed,8,2007,WD,Normal,12.154779351142624
1231,1232,90,RL,70.0,7728,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,3,ALQ,1106,GasA,3,Y,SBrkr,1190,0,1190,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1962.0,Unf,2,540,3,3,Y,0,1,0,0,0,0,GdWo,No Shed,5,2006,WD,Normal,11.794337924408413
1232,1233,90,RL,70.0,9842,Pave,No Alley,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,3,Y,SBrkr,1224,0,1224,0,0,2,0,2,3,6,Typ,0,3.461038961038961,CarPort,1962.0,Unf,2,462,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,3,2007,WD,Normal,11.53076538309856
1233,1234,20,RL,73.0,12160,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,3,3,CBlock,3,3,1,Rec,1188,GasA,2,Y,SBrkr,1188,0,1188,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1959.0,RFn,2,531,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,5,2010,COD,Abnorml,11.863582336583399
1234,1235,70,RH,55.0,8525,Pave,No Alley,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,3,Unf,940,GasA,3,N,FuseA,1024,940,1964,0,0,1,1,4,3,7,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,1,0,0,0,0,No Fence,No Shed,11,2008,WD,Abnorml,11.77528972943772
1235,1236,70,RL,96.0,13132,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,Unf,747,GasA,4,Y,FuseF,892,892,1784,0,0,1,1,4,3,9,Typ,0,3.461038961038961,Detchd,1914.0,Unf,1,180,2,2,N,1,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.841415931849784
1236,1237,160,RL,36.0,2628,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,1,Unf,764,GasA,5,Y,SBrkr,764,862,1626,0,0,2,1,2,4,6,Typ,0,3.461038961038961,BuiltIn,2003.0,RFn,2,474,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,12.075394321888057
1237,1238,60,RL,41.0,12393,Pave,No Alley,IR2,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,847,GasA,5,Y,SBrkr,847,1101,1948,0,0,2,1,4,4,8,Typ,1,4,BuiltIn,2004.0,Fin,2,434,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,9,2006,WD,Normal,12.180754837545884
1238,1239,20,RL,63.0,13072,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,1141,GasA,5,Y,SBrkr,1141,0,1141,0,0,1,1,3,3,6,Typ,0,3.461038961038961,Detchd,2005.0,Unf,2,484,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,3,2006,WD,Abnorml,11.867097278690842
1239,1240,20,RL,64.0,9037,Pave,No Alley,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,3,GLQ,1476,GasA,5,Y,SBrkr,1484,0,1484,0,0,2,0,2,5,6,Typ,1,4,Attchd,2006.0,RFn,2,472,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2007,WD,Normal,12.490875577231112
1240,1241,60,RL,65.0,8158,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,1,GLQ,884,GasA,5,Y,SBrkr,884,884,1768,1,0,2,1,3,4,8,Typ,0,3.461038961038961,Attchd,2003.0,RFn,2,543,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.323411137947407
1241,1242,20,RL,83.0,9849,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,3,Unf,1689,GasA,5,Y,SBrkr,1689,0,1689,0,0,2,0,3,4,7,Typ,0,3.461038961038961,Attchd,2007.0,RFn,3,954,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2007,New,Partial,12.422505731952896
1242,1243,85,RL,85.0,10625,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,3,CBlock,4,3,4,GLQ,1053,GasA,3,Y,SBrkr,1173,0,1173,1,0,2,0,3,4,6,Typ,2,3,Attchd,1974.0,RFn,2,528,3,3,Y,0,1,0,0,0,0,MnPrv,No Shed,1,2010,WD,Family,12.043553716032399
1243,1244,20,RL,107.0,13891,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No Masonry Veneer,0.0,5,3,PConc,5,4,4,GLQ,2076,GasA,5,Y,SBrkr,2076,0,2076,1,0,2,1,2,5,7,Typ,1,4,Attchd,2006.0,Fin,3,850,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,9,2006,New,Partial,13.049792684569493
1244,1245,70,RL,74.0,11435,Pave,No Alley,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4,3,1,Unf,792,GasA,2,Y,SBrkr,792,725,1517,0,0,1,0,3,4,7,Typ,2,4,Detchd,1931.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.345834587905333
1245,1246,80,RL,78.0,12090,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,4,3,1,Unf,585,GasA,5,Y,SBrkr,1140,728,1868,0,0,3,1,3,3,7,Typ,1,3,BuiltIn,1984.0,Fin,2,477,3,3,Y,1,1,0,0,1,0,No Fence,No Shed,1,2007,WD,Abnorml,12.089538829274222
1246,1247,60,FV,65.0,8125,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,756,GasA,5,Y,SBrkr,756,797,1553,0,0,2,1,3,4,6,Typ,0,3.461038961038961,Attchd,2005.0,RFn,2,615,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2006,New,Partial,12.136186518066006
1247,1248,80,RL,73.0,12328,Pave,No Alley,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,3,GLQ,1012,GasA,3,Y,SBrkr,1034,0,1034,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1976.0,Unf,3,888,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,12.042965307660024
1248,1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4,3,1,Rec,735,OthW,2,N,SBrkr,1134,924,2058,0,0,1,1,3,3,8,Typ,1,4,Detchd,1950.0,Unf,2,396,2,2,P,0,0,1,0,0,0,No Fence,No Shed,4,2008,WD,Normal,11.771436160121729
1249,1250,20,RL,60.0,7200,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,BLQ,876,GasA,3,Y,SBrkr,988,0,988,0,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1950.0,Unf,1,276,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,11.686878772093667
1250,1251,20,RL,93.0,11160,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,3,3,1,ALQ,2110,GasA,5,Y,SBrkr,2110,0,2110,1,0,2,1,3,5,8,Typ,2,3,Attchd,1968.0,Fin,2,522,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.404923504275338
1251,1252,120,RL,88.5,3136,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,4,3,PConc,4,3,1,Unf,1405,GasA,5,Y,SBrkr,1405,0,1405,0,0,2,0,2,4,6,Typ,1,4,Attchd,2003.0,RFn,2,478,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2006,WD,Normal,12.053795210084596
1252,1253,20,RL,62.0,9858,Pave,No Alley,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,BLQ,864,GasA,3,Y,SBrkr,874,0,874,1,0,1,0,3,3,5,Typ,0,3.461038961038961,Attchd,1968.0,RFn,1,288,3,3,Y,1,0,0,0,0,0,GdWo,Shed,11,2009,WD,Normal,11.77528972943772
1253,1254,60,RL,68.0,17542,Pave,No Alley,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,4,LwQ,1192,GasA,3,Y,SBrkr,1516,651,2167,1,0,2,1,3,4,9,Typ,2,4,Attchd,1974.0,RFn,2,518,3,3,Y,1,1,0,0,0,0,MnPrv,No Shed,7,2007,WD,Normal,12.591335046320818
1254,1255,60,RL,60.0,6931,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,1,Unf,746,GasA,5,Y,SBrkr,760,896,1656,0,0,2,1,3,4,7,Typ,1,4,BuiltIn,2003.0,Fin,2,397,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.016122061571728
1255,1256,50,RM,52.0,6240,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,LwQ,884,GasA,3,Y,FuseA,959,408,1367,0,0,1,0,3,3,6,Typ,1,4,Detchd,1978.0,Unf,1,560,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,11,2007,WD,Normal,11.755871643580617
1256,1257,20,RL,91.0,14303,Pave,No Alley,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4,3,4,GLQ,1986,GasA,5,Y,SBrkr,1987,0,1987,1,0,2,0,2,4,7,Typ,1,3,Attchd,1994.0,Fin,2,691,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2008,WD,Normal,12.616525295149378
1257,1258,30,RL,56.0,4060,Pave,No Alley,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,2,3,1,Unf,864,GasA,5,Y,SBrkr,864,0,864,0,0,1,0,2,3,4,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,0,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.511924964636645
1258,1259,80,RL,59.0,9587,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,GLQ,856,GasA,5,Y,SBrkr,1166,0,1166,1,0,2,0,2,4,5,Typ,0,3.461038961038961,Attchd,2005.0,Fin,2,400,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.154779351142624
1259,1260,20,RL,65.0,9750,Pave,No Alley,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,ALQ,1054,GasA,4,Y,SBrkr,1054,0,1054,1,0,1,1,3,3,6,Typ,0,3.461038961038961,Attchd,1969.0,Unf,2,460,3,3,Y,1,0,0,0,1,0,No Fence,No Shed,7,2008,WD,Normal,11.925035115797062
1260,1261,60,RL,65.0,24682,Pave,No Alley,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,841,GasA,5,Y,SBrkr,892,783,1675,0,0,2,1,3,3,7,Typ,1,3,BuiltIn,1999.0,Fin,2,502,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.106252310247962
1261,1262,20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,1050,GasA,4,Y,SBrkr,1050,0,1050,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Attchd,1956.0,Unf,1,338,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,11.766792188927278
1262,1263,50,RL,80.0,11250,Pave,No Alley,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,Unf,1104,GasA,5,Y,FuseA,1104,684,1788,1,0,1,0,5,3,8,Min2,2,3,Attchd,1957.0,Unf,1,304,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,11,2009,WD,Normal,11.992260421644849
1263,1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,Unf,764,GasA,5,Y,FuseA,1060,764,1824,0,0,1,0,3,3,8,Typ,1,4,Detchd,1940.0,Unf,2,520,3,3,N,0,0,1,0,0,0,GdPrv,No Shed,7,2007,WD,Normal,12.103486056755072
1264,1265,120,RH,34.0,4060,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,GLQ,1405,GasA,5,Y,SBrkr,1337,0,1337,1,0,2,0,2,4,5,Typ,0,3.461038961038961,Attchd,1998.0,Fin,2,511,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2008,COD,Abnorml,12.106252310247962
1265,1266,160,FV,35.0,3735,Pave,No Alley,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4,3,1,GLQ,691,GasA,5,Y,SBrkr,713,739,1452,1,0,2,1,3,4,6,Typ,0,3.461038961038961,Detchd,1999.0,Unf,2,506,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2006,WD,Normal,12.122147410592412
1266,1267,190,RM,60.0,10120,Pave,No Alley,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,1,Unf,925,GasA,3,N,FuseF,964,925,1889,0,0,1,1,4,3,9,Typ,1,4,Detchd,1960.0,Unf,1,308,3,3,N,0,0,1,0,0,0,MnPrv,No Shed,1,2007,WD,Normal,11.711776323715394
1267,1268,20,RL,89.0,13214,Pave,No Alley,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,5,3,PConc,5,3,4,Unf,2002,GasA,5,Y,SBrkr,2018,0,2018,0,0,2,0,3,5,10,Typ,1,4,Attchd,2009.0,Fin,3,746,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,12.84397135185964
1268,1269,50,RL,74.0,14100,Pave,No Alley,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,3,3,2,Rec,728,GasA,5,Y,SBrkr,1968,1479,3447,0,0,3,1,4,4,11,Typ,2,4,BuiltIn,1982.0,Unf,3,1014,3,3,Y,1,1,0,0,0,0,GdWo,No Shed,5,2008,WD,Normal,12.850554654108839
1269,1270,50,RL,78.0,11344,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,1,BLQ,874,GasW,3,Y,FuseA,874,650,1524,0,0,1,1,3,3,7,Typ,0,3.461038961038961,Attchd,1958.0,Unf,1,315,3,3,Y,0,0,0,0,0,0,GdWo,No Shed,7,2007,WD,Normal,11.877568578558138
1270,1271,40,RL,80.0,23595,Pave,No Alley,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,4,3,PConc,4,3,4,GLQ,1332,GasA,3,Y,SBrkr,1332,192,1524,2,0,0,1,0,4,4,Typ,1,3,Attchd,1979.0,Fin,2,586,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.468436909997665
1271,1272,20,RL,80.0,9156,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,Unf,1489,GasA,4,Y,SBrkr,1489,0,1489,0,0,2,0,3,4,7,Typ,1,4,Attchd,1968.0,RFn,2,462,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,8,2009,WD,Normal,12.132156962580005
1272,1273,20,RL,71.0,13526,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,1,BLQ,935,GasA,3,Y,SBrkr,935,0,935,1,0,1,0,3,3,5,Typ,0,3.461038961038961,Attchd,1965.0,Unf,1,288,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,11,2006,WD,Normal,11.827736204810263
1273,1274,80,RL,124.0,11512,Pave,No Alley,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,3,ALQ,1019,GasA,4,Y,SBrkr,1357,0,1357,1,0,1,0,2,5,5,Typ,1,4,Basment,1959.0,RFn,1,312,3,3,Y,0,0,0,0,1,0,GdPrv,No Shed,5,2008,WD,Normal,12.083905011555967
1274,1275,50,RL,53.0,5362,Pave,No Alley,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,1,Unf,661,GasA,5,Y,SBrkr,661,589,1250,0,0,2,0,3,3,8,Typ,1,4,Detchd,1985.0,Unf,2,552,3,3,Y,1,0,1,0,0,0,No Fence,No Shed,11,2007,WD,Normal,11.842229212112828
1275,1276,90,RL,95.0,11345,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3,3,1,Rec,928,GasA,4,Y,FuseA,928,992,1920,0,0,2,0,4,3,10,Typ,0,3.461038961038961,Detchd,1948.0,Unf,2,400,3,2,Y,0,0,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.827736204810263
1276,1277,60,RL,80.0,12936,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,4,1,BLQ,723,GasA,3,Y,SBrkr,735,660,1395,0,1,1,1,3,3,6,Typ,1,3,Attchd,1972.0,Unf,2,497,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2009,WD,Normal,11.99535161421452
1277,1278,80,RL,80.0,17871,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,4,3,3,ALQ,1680,GasA,2,Y,SBrkr,1724,0,1724,1,0,1,1,3,3,7,Typ,1,4,Attchd,1967.0,RFn,2,480,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.195517131590657
1278,1279,60,RL,75.0,9473,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,No Masonry Veneer,0.0,4,3,PConc,4,3,1,GLQ,1128,GasA,5,Y,SBrkr,1128,903,2031,1,0,2,1,3,4,7,Typ,1,4,Attchd,2002.0,RFn,2,577,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2008,WD,Normal,12.375815420117268
1279,1280,50,C (all),60.0,7500,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,Unf,698,GasA,3,Y,FuseA,698,430,1128,0,0,1,0,2,3,6,Typ,0,3.461038961038961,Detchd,1980.0,RFn,2,528,3,3,Y,1,0,1,0,0,0,No Fence,No Shed,4,2010,COD,Abnorml,11.133128103610641
1280,1281,20,RL,67.0,9808,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4,3,1,GLQ,1573,GasA,5,Y,SBrkr,1573,0,1573,1,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,2002.0,RFn,2,544,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.332705296463539
1281,1282,20,RL,50.0,8049,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,3,CBlock,4,3,1,ALQ,1309,GasA,3,Y,SBrkr,1339,0,1339,1,0,2,0,2,3,6,Typ,1,3,Attchd,1990.0,Fin,2,484,4,4,Y,0,1,0,0,1,0,No Fence,No Shed,7,2006,WD,Normal,12.100712129872347
